type, ID, time, latitude, longitude,value,units,,range
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:52.589692Z,37.53203,-77.428375,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:52.589692Z,37.527968,-77.41953,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:52.589692Z,37.523711,-77.414425,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:52.589692Z,37.51876,-77.41057,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:52.589692Z,37.524296,-77.43441,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:52.589692Z,37.526175,-77.444285,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:52.589692Z,37.522594,-77.4415,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:52.589692Z,37.533156,-77.43502,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:52.589692Z,37.533372,-77.42162,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:52.589692Z,37.534912,-77.426486,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:52.589692Z,37.54274,-77.43713,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:52.589692Z,37.528038,-77.412954,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:52.589692Z,37.53649,-77.4142,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:52.589692Z,37.541068,-77.42136,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:52.589692Z,37.543969,-77.431765,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:52.589692Z,37.518297,-77.430935,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:52.589692Z,37.517085,-77.439915,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:53.589692Z,37.54442,-77.448555,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:53.589692Z,37.54044,-77.44222,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:53.589692Z,37.537085,-77.436615,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:53.589692Z,37.53201,-77.42838,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:53.589692Z,37.527978,-77.41952,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:53.589692Z,37.523716,-77.41443,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:53.589692Z,37.51874,-77.410555,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:53.589692Z,37.524306,-77.43441,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:53.589692Z,37.52616,-77.44428,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:53.589692Z,37.522589,-77.44149,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:53.589692Z,37.533136,-77.43501,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:53.589692Z,37.533392,-77.42162,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:53.589692Z,37.534912,-77.426471,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:53.589692Z,37.542745,-77.437115,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:53.589692Z,37.528028,-77.412954,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:53.589692Z,37.53649,-77.41421,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:53.589692Z,37.541068,-77.421375,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:53.589692Z,37.543959,-77.43175,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:53.589692Z,37.518297,-77.43095,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:53.589692Z,37.51708,-77.439905,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:54.589692Z,37.54441,-77.448565,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:54.589692Z,37.540425,-77.44224,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:54.589692Z,37.53708,-77.43662,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:54.589692Z,37.532015,-77.42837,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:54.589692Z,37.527978,-77.41952,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:54.589692Z,37.523706,-77.41441,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:54.589692Z,37.51875,-77.41056,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:54.589692Z,37.524296,-77.434415,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:54.589692Z,37.526165,-77.444285,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:54.589692Z,37.522594,-77.44151,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:54.589692Z,37.533141,-77.43502,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:54.589692Z,37.533382,-77.42164,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:54.589692Z,37.534912,-77.426466,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:54.589692Z,37.542735,-77.43712,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:54.589692Z,37.528043,-77.412974,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:54.589692Z,37.53649,-77.41422,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:54.589692Z,37.541068,-77.421375,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:54.589692Z,37.543954,-77.431765,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:54.589692Z,37.518317,-77.430935,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:54.589692Z,37.51709,-77.4399,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:55.589692Z,37.54443,-77.44856,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:55.589692Z,37.540435,-77.442235,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:55.589692Z,37.53709,-77.436605,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:55.589692Z,37.532015,-77.42837,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:55.589692Z,37.527983,-77.41953,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:55.589692Z,37.523711,-77.41441,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:55.589692Z,37.51874,-77.410565,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:55.589692Z,37.524286,-77.43441,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:55.589692Z,37.526175,-77.44429,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:55.589692Z,37.522584,-77.44151,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:55.589692Z,37.533156,-77.435025,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:55.589692Z,37.533387,-77.42163,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:55.589692Z,37.534917,-77.426486,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:55.589692Z,37.54274,-77.43712,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:55.589692Z,37.528043,-77.412954,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:55.589692Z,37.536485,-77.4142,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:55.589692Z,37.541083,-77.421375,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:55.589692Z,37.543954,-77.43175,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:55.589692Z,37.518312,-77.43093,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:55.589692Z,37.517075,-77.439905,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:56.589692Z,37.5444,-77.448545,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:56.589692Z,37.54044,-77.44224,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:56.589692Z,37.53709,-77.4366,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:56.589692Z,37.53203,-77.42838,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:56.589692Z,37.527968,-77.419535,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:56.589692Z,37.523706,-77.41442,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:56.589692Z,37.51875,-77.41057,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:56.589692Z,37.524306,-77.434415,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:56.589692Z,37.52616,-77.444285,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:56.589692Z,37.522594,-77.441495,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:56.589692Z,37.533146,-77.43501,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:56.589692Z,37.533372,-77.42163,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:56.589692Z,37.534917,-77.426466,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:56.589692Z,37.54273,-77.43711,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:56.589692Z,37.528033,-77.412959,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:56.589692Z,37.53649,-77.4142,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:56.589692Z,37.541083,-77.42138,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:56.589692Z,37.543964,-77.43175,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:56.589692Z,37.518297,-77.430935,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:56.589692Z,37.51709,-77.43992,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:57.589692Z,37.54441,-77.448535,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:57.589692Z,37.540435,-77.442235,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:57.589692Z,37.537085,-77.436615,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:57.589692Z,37.53203,-77.428365,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:57.589692Z,37.527978,-77.41953,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:57.589692Z,37.523711,-77.41441,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:57.589692Z,37.518745,-77.41057,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:57.589692Z,37.524296,-77.43441,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:57.589692Z,37.526175,-77.44429,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:57.589692Z,37.522604,-77.44151,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:57.589692Z,37.533141,-77.43501,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:57.589692Z,37.533377,-77.421635,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:57.589692Z,37.534912,-77.426486,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:57.589692Z,37.542745,-77.437115,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:57.589692Z,37.528028,-77.412969,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:57.589692Z,37.53647,-77.4142,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:57.589692Z,37.541078,-77.42136,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:57.589692Z,37.543969,-77.431755,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:57.589692Z,37.518297,-77.43095,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:57.589692Z,37.51708,-77.439915,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:58.589692Z,37.544385,-77.448545,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:58.589692Z,37.540425,-77.44223,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:58.589692Z,37.5371,-77.43662,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:58.589692Z,37.53201,-77.42836,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:58.589692Z,37.527983,-77.41952,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:58.589692Z,37.523726,-77.414425,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:58.589692Z,37.51875,-77.410565,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:58.589692Z,37.524306,-77.434415,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:58.589692Z,37.526165,-77.4443,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:58.589692Z,37.522604,-77.441495,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:58.589692Z,37.533136,-77.43503,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:58.589692Z,37.533372,-77.42164,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:58.589692Z,37.534912,-77.426481,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:58.589692Z,37.54275,-77.43713,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:58.589692Z,37.528048,-77.412954,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:58.589692Z,37.53647,-77.4142,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:58.589692Z,37.541073,-77.42136,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:58.589692Z,37.543954,-77.431755,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:58.589692Z,37.518297,-77.430945,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:58.589692Z,37.517085,-77.4399,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:07:59.589692Z,37.54438,-77.44852,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:07:59.589692Z,37.540425,-77.44222,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:07:59.589692Z,37.537085,-77.43662,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:07:59.589692Z,37.532025,-77.42837,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:07:59.589692Z,37.527973,-77.41952,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:07:59.589692Z,37.523721,-77.414415,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:07:59.589692Z,37.518745,-77.41056,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:07:59.589692Z,37.524296,-77.43442,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:07:59.589692Z,37.52618,-77.444285,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:07:59.589692Z,37.522604,-77.4415,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:07:59.589692Z,37.533136,-77.43502,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:07:59.589692Z,37.533387,-77.42164,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:07:59.589692Z,37.534907,-77.426466,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:07:59.589692Z,37.54275,-77.437125,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:07:59.589692Z,37.528033,-77.412954,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:07:59.589692Z,37.536485,-77.414205,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:07:59.589692Z,37.541073,-77.42136,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:07:59.589692Z,37.543969,-77.43176,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:07:59.589692Z,37.518297,-77.430945,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:07:59.589692Z,37.517085,-77.4399,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:08:00.589692Z,37.54436,-77.44854,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:08:00.589692Z,37.54044,-77.442235,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:08:00.589692Z,37.53709,-77.43661,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:08:00.589692Z,37.532025,-77.428375,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:08:00.589692Z,37.527968,-77.419525,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:08:00.589692Z,37.523721,-77.41443,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:08:00.589692Z,37.518755,-77.41055,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:08:00.589692Z,37.524291,-77.43441,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:08:00.589692Z,37.52616,-77.44428,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:08:00.589692Z,37.522584,-77.44149,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:08:00.589692Z,37.533136,-77.43503,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:08:00.589692Z,37.533382,-77.421635,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:08:00.589692Z,37.534907,-77.426466,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:08:00.589692Z,37.54273,-77.437115,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:08:00.589692Z,37.528033,-77.412964,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:08:00.589692Z,37.53649,-77.4142,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:08:00.589692Z,37.541063,-77.421375,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:08:00.589692Z,37.543954,-77.431755,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:08:00.589692Z,37.518307,-77.43093,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:08:00.589692Z,37.51707,-77.439915,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:08:01.589692Z,37.544385,-77.44854,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:08:01.589692Z,37.54044,-77.44224,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:08:01.589692Z,37.537095,-77.43662,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:08:01.589692Z,37.532025,-77.42838,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:08:01.589692Z,37.527983,-77.419525,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:08:01.589692Z,37.523721,-77.414415,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:08:01.589692Z,37.51875,-77.41055,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:08:01.589692Z,37.524296,-77.43442,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:08:01.589692Z,37.526165,-77.444295,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:08:01.589692Z,37.522604,-77.441495,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:08:01.589692Z,37.533136,-77.43503,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:08:01.589692Z,37.533372,-77.42162,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:08:01.589692Z,37.534917,-77.426481,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:08:01.589692Z,37.542745,-77.43713,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:08:01.589692Z,37.528048,-77.412964,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:08:01.589692Z,37.536485,-77.41422,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:08:01.589692Z,37.541083,-77.42138,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:08:01.589692Z,37.543954,-77.431755,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:08:01.589692Z,37.518302,-77.43093,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:08:01.589692Z,37.517085,-77.439915,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:08:02.589692Z,37.544385,-77.44852,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:08:02.589692Z,37.540425,-77.44223,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:08:02.589692Z,37.53708,-77.43661,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:08:02.589692Z,37.532015,-77.428365,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:08:02.589692Z,37.527973,-77.419535,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:08:02.589692Z,37.523721,-77.414415,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:08:02.589692Z,37.51875,-77.410555,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:08:02.589692Z,37.524286,-77.43442,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:08:02.589692Z,37.526165,-77.44428,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:08:02.589692Z,37.522604,-77.44151,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:08:02.589692Z,37.533141,-77.43501,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:08:02.589692Z,37.533387,-77.421635,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:08:02.589692Z,37.534907,-77.426481,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:08:02.589692Z,37.542735,-77.43713,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:08:02.589692Z,37.528028,-77.412954,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:08:02.589692Z,37.53647,-77.414205,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:08:02.589692Z,37.541083,-77.421375,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:08:02.589692Z,37.543969,-77.431765,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:08:02.589692Z,37.518297,-77.430935,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:08:02.589692Z,37.51707,-77.4399,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:08:03.589692Z,37.54441,-77.448525,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:08:03.589692Z,37.54044,-77.442225,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:08:03.589692Z,37.53709,-77.436605,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:08:03.589692Z,37.53203,-77.42838,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:08:03.589692Z,37.527973,-77.419535,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:08:03.589692Z,37.523716,-77.41443,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:08:03.589692Z,37.518745,-77.41055,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:08:03.589692Z,37.524301,-77.434415,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:08:03.589692Z,37.526175,-77.44429,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:08:03.589692Z,37.522594,-77.44151,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:08:03.589692Z,37.533156,-77.43501,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:08:03.589692Z,37.533392,-77.421625,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:08:03.589692Z,37.534912,-77.426471,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:08:03.589692Z,37.54274,-77.437115,103,beats per minute,,HIGH
